protein_id,n_residues,max_support,hash,stratum
3VN0,193,43,681eff6b20f146f8ef001cb9ef234eec8a3847c65698d445d9ff149c953828fe,0
4DND,95,43,1f1cd65ec2aa8f319fd5452ac50eb33d71036e05ec65a8cc5ea1c01e3a8d1e3a,0
1GVD,52,44,baeaf89be320346fe30f1c26a21cc45a14793f6d5b8507346ad22ec2ca4ebaec,0
2IVY,88,44,5affa3df4fc51fccc4cda45d1260fe5f5549234301dc13fd801ad7483607e5f1,0
3FMY,65,44,af34db960e4251d2ca0034c479390b4ae32cf640cadac630a9b2c41593ea4915,0
3ZZP,74,44,8300839b420347b740097eddf2b8fedcaf8c9e57a617b221361ecf06c98792bc,0
1LR7,73,45,8b38c29fb7c0a8a0457e297a04cd698d373a0ecfe4d1c8dce393598701719190,0
1UHA,82,45,c9fd96ae2df65f84ed2ddc95acce7a10dd0eb390617375c63ef1e46529705b1e,0
2ERW,53,45,eaff4050ba17bb6bc28bbc33850bf05e52f0ac02c01ffb06aaa56330a2371f06,0
3SD2,86,45,c08a49529f5feb0426c01b4c3a3a9f8f830648ea7cdf7d8ab915d50ba60ed6b9,0
1FF4,65,46,9776a026b6b239d35965744f207d6831e4ea5780f834af8d7a7d6f0e7fcdacc1,0
2PMR,76,46,f1291f711ed0e33bf02ae2eaffa51cf89cf46878da9195af51685f1d0ac38dbe,0
2WUJ,100,46,01721e8a8bab66ccb3a72173b3b59ae80f0383c4ad9dccf9c4385618c697d00a,0
3LAA,169,46,d7471f4cae51cc69814ab26dc08d3b42760b678f3d4d527abd89f7217a759ae1,0
4ES1,95,46,5e2366608604b50524286f6bf78685c46713daa51e5135b1051509ce7ddf33c7,0
1K8U,89,47,d3d954822f4a6471356a6d2bfdd2d68d0b60d278d2c0045f7483bed9541ae17e,0
1USM,77,47,c07ec33e237d26702012c18438f6af381a4acd37978d308540b3555e321bca85,0
1Y6X,87,47,ee3cac8aee09fbfc1bee773fc2f6c568254b90247c8639a71bd0578edb3d8e3a,0
3GHJ,116,47,b71efc2b0a10034c7f0fee80485f236300f56188d5d39c271f2020ffc768f185,0
3NZL,73,47,88f639afa9054734b3d3299b242a3f8b48b22f6f7892d0b28397cd9dcc32af5d,0
3PES,165,47,c1f71a65103bdd9eb3e4ba28707b53d2feee1ba5596c5c488158896e69552a4b,0
5CYT,103,47,9b044cddbaaa89911d2dd0ec73d8e50c111a14a6d1ef17db120d779bd889821d,0
1RRO,108,48,72e5a46bd66672573f48c5175f051de47d76226a8f1d89ab825928acc44e7202,0
1U06,55,48,2e639e91bd66527f959afa1defa6ce6350722119ae350d660e561116abddcace,0
1UKU,102,48,f743da00e1c81ebf7325f9b48e0ca15e4d1e1cb408f7a808f1b500afb5b91ff0,0
1W2L,97,48,f75b0441c2f50ce4ac3552ff77ee101e5aade1e7de77a19187fe5a3b358214a3,0
2DSX,52,48,672b68c08e8e32e8a94e280d4822c8346ddcd0ac4ebfb8b4ff00d6fd11b81f0c,0
2Q4N,153,48,74d709be9ac866bc196e969994680613b7b3a7f76eb6517ab3e031fd04521e23,0
2V9V,135,48,62e537377c7ceb76dad97820a50746b4c9932142c820c0c4b17d9c259ce08785,0
2WWE,111,48,1bdf116f579357f53226faad91f1baeb1267dc2502985ba5926187b3a1a8fc23,0
3T47,141,48,017488ee71dbf101d28462fccec629f8e011a175800487c6a46382f665947c16,0
4DT4,160,48,2274d8867c913c5a81cebce4458483856d62c8f5f90ae8da4a30be4dbafa7007,0
1CCR,109,49,9143e3c619a4d4cf330ec4b8757194c43b066258adb26d3700782b9e406c8dcd,0
1PZ4,113,49,56293c3afa2f63b97f767847ff8e6f75e32dd855d1f6032995d5e464d98f7af3,0
1TGR,104,49,136f0202252389d6c752b09bcb77c422616358b33a8f2c54fbd56ca7ed0b4db5,0
2EAQ,89,49,25e9892b64a82fae95a21d723113728a7bd190eb42f1b438ca28518344a76f1e,0
2EHS,75,49,2c26463071dc22e41109705b7c10465d6c0e8fae37bd439dd4ea67f9995316fb,0
2GOM,121,49,8f94b81abe4cc5c84671f148dd568b8817f874431f32de6ff9da7a40001f7ad7,0
2WW7,132,49,7fd9d2a36812108bd132b63c383357003ab5744868ab8a8a59284337253eab6d,0
3BZQ,99,49,77d156aa0cd64eda83276a0f140ab854897366135236dea9968108989d0b3d60,0
3PSM,94,49,48bd9544f62e2b24bf07604bde270834e1ad64c7e84994c241840892ae5dc924,0
1AHO,64,50,93342062609308b94ae6c1533dc24bd9f6994ae91fbc375b9a1f03a19055549f,0
1FK5,93,50,bf4854d07add01c1d3fbf1dc131da05df5ea4a74b243d03010cbc36cb3b40fcb,0
1OPD,85,50,e94e17ebbef9277338799bac13040c55d0639c1452405c1427d5ea736b8d251f,0
1V05,96,50,b83b3f5ca9f52d066a23420ae788356bde783077b789252650673be05fcc9466,0
3BQX,139,50,1b620049624471d2327b003d10cf61a00ec9d7de769813ac86d7c96cf3069b44,0
3M9Q,176,50,98d56f12ae7d25de93be3ec78b99b929c51a8f67227362693c33743bff18d94f,0
3U97,77,50,e2b0ce53a5bd59cfd149275d5f4fae664fe321bb909ab8e7c211daa4cdbcc638,0
4IL7,85,50,f985c204917261629d1d21747fe4aeb1be09f6732d9fb89f7028af30d66ea200,0
1CYO,88,51,4271e8868de0e8860b4c6f62efc9e206029a10b61756d67deb82c4de0f5bdfbd,0
1EW4,106,51,b29fe481690752bfffaa4b788c2fcd31ba526715bfbd86fd3b7453a371421f40,0
1KR4,110,51,036a3ab7b2ec4e35334e7899bf22fe78807ac09da41aaabe9b70208f7b7884ef,0
1NNX,93,51,fda379bcabc56b0ca4dd8aeb42b26650d413bd162e9fa553c3a0f8ee1f4ec895,0
1QAU,112,51,021ce1bcbd4e1fff58bd3a3ee294f83b18a00388f29b97c0f37e9717b378523d,0
2FQ3,85,51,59c25052345e4a8d918363935f3327df7de5d1c1fdf4c3e46bcce897bc38d8e0,0
2IP6,87,51,1bfae7774ef190feb69b6d89d493de0241fe8d041fa39e0a9b6b589ce18f812a,0
2RB8,93,51,faa7a81d5f2a4f349694ae3d35dd11e4da1f670494f6c208594fbdeac9258823,0
3AUB,116,51,e1bdc67531f4dc2afd1c4af81c1932224264ced3f9eb5d079de7a25dd1183bc6,0
3FE7,88,51,403b83a31510da01e70e89ad5716f98d757c5baf056648c094a0c1c1190d452d,0
3KZD,85,51,459775deb4c8c3e43aaf03f79016f89853cbd2c957e77071d9cedbaa6f0504c1,0
3US6,148,51,9952c90fbea161e2317415684346753f3a0180c57deb709ff434367450a314f5,0
4GMQ,92,51,8bbba4e07914c0cfde56c58fa81abbbc617412e1d0a651a1986bc55e456ba0de,0
1ABA,87,52,a985e0351c5658181c98291525916770febf7ce7f20df1ad43a76828a85eb3b9,1
1BGF,124,52,099683b1629b349479ae6fd94eb39096ab3104f46a2cce7a55faa7e7a0b86bf5,1
1GXU,88,52,d8464a35a60474d4d96927db412718e8440df7d5e25f5873538ce2733d1a0722,1
1N7E,95,52,ea135bc19c1d2fe4cca0ea302acd9d1ef2748466a108916161deba4db9ddcfae,1
1QTO,122,52,e4ef56fd3673173dab2cd65a459d7ae4032f1458774e40dd3b2e9df983e1ff5f,1
1UOY,64,52,afa7e92632d485d1557428cefebef86422cb7cf5aa896c972fe703dc1858cb9f,1
1X3O,80,52,3170bfd072759d582edd09110502ac6305cfd132f650ed12362e8ae223898ba9,1
2I24,113,52,8af24376103f247a158275587d1c8f3cbfe24fe100829eb3a57fd7fa112391c6,1
2QJL,99,52,5c0026b222af6d4ee868d4a1cdc201055448fd08c655fedf3e9abc626748c54c,1
3IHS,169,52,b547d0dda3a13fdac7324c13c4691ae1f2fbc275dfa1a6d1daee197a9d722822,1
3LAX,106,52,72cdc523b1a4a432a510c84c6d51b35bcfbee32a3ad3e6d0293df24db575b8be,1
3OQY,232,52,e0eb1526e98257021e9417e5d98c9c0e082ec8408be16f3e6687441de39931d2,1
3SED,124,52,245a3fff2c571111fffdc0b25396e60e43b99212ae86d2a9be19b56dcf0009c1,1
4GA2,144,52,10b5b1d20511e2b606e0d5e5041f8b002c26eb51bcdbf4689c87b9bb4c81eb77,1
1R7J,90,53,632079cc3e1f89229976f977660e837a7b3aa7da68343a48d3d7d628208986e9,1
1Z21,96,53,75a1dbd25d8e00682f025949d3aeb96c5b65da7f975f42d038766fd6e6906be7,1
2RFR,154,53,14600948e4e379d0c7cadab49cec5e335290bd7a61d6bc0c696d46110591f0d5,1
2Y72,170,53,0720e0dad9bc1ba8584485ec9c3884b0c32440f517f98e249f8ceee2d69bd6cd,1
3OBQ,150,53,b15391d201227ef7756a28676354ef46db8a09c7bfdd9c763a1cbc43565ea5c8,1
3R87,132,53,0a0ac8f6ab7a7a8a50ccbcc5aa446a1c267db6bf0e252eeee7192089e54aa431,1
4GS3,90,53,e0fe099d6a2fcd7a02f05110b043d172149356446856176311ad04a16edb71df,1
1R29,122,54,deb0a6b3dcd0e3453a2fe65afb6092f15a3e3e26c0d268094d4d2e6b8577e97f,1
1ULR,87,54,54ee89e60accd915de156fa825c7bbb004f0f9fc0981b6de2ed1b14645736c4e,1
1V70,105,54,3e99c2b80f742731e5379b69ff1e4a8a35cb31a0b96a5f6bee28a39ba5a46fbe,1
2CE0,99,54,a0b92d97176f37cef9154df91ec641f8392cb78c2f445a171eb5c2800a982cd4,1
2J9W,200,54,cff39a33eee325a9e640649f9d8320b3d350f4f835d5789c05865e9ae5fcc87c,1
2NUH,104,54,015af755391c93244b680c8d75a3d21db896e81351eb2711f2e165e64182c7d6,1
2PKT,91,54,b11cfb17e11569c15b02db0f522f1bda9b9763ea79db3e341a062cd68c465500,1
2PLT,98,54,1d51a0482a00dcaadaa99ad849676173a8c4e53b9170b45f42fe4793e14ef105,1
2VQ4,106,54,a11cddbd97d70276dd7629a61e29819cdb7ce7cae31364d4960ae33c9cfbefdf,1
3I4O,135,54,169e17dc75a24f91e93aa4a012497deb091a1ecbd6f07af5699038e026d5d14d,1
3RY0,128,54,2623c2745e7ed1806d8af4c6ae91adb06a43eb05531618654c208bfca45c45de,1
3T3K,122,54,a98e79225f091c41a07605bceae3f2484fe076319b99dd84fc2f32eb8b147d56,1
3ZSL,138,54,3900ffb939129b4a4df5919f624b73cae8165fca42bab4c1ac8a2d6904fbf127,1
1IFR,113,55,c3ec2dd4841732685397c721c4360d8d75aef075a35386622a604bd04d2e4031,1
1U7I,267,55,ee8aa76e293f6f3e62bdfc71fa4c5d16844fb493e85c03bb7c57ad69f384bbcc,1
1WBE,204,55,917928aa17cb28d585ad61cb8e59dd85bab8bbac4ea8e3fa850d890698a92a4d,1
2G69,99,55,6c61df9f1de33178d1533a894ce897f3b2aca382aee02488c66e1ce8ccd464df,1
2G7S,190,55,70f6c6a3e509f872ce1ffafa001e34011b69efdc9cd7a39ee0f15f6a6b8dd1f7,1
2GXG,140,55,93591b7cb787697f654c5b4cfe45f5476085d34c500cd40298e780a677cac409,1
2OA2,132,55,4c699407dde32831d6132bad71e5945a48cd29f7f2c8f350d92d2491f4196080,1
2Y0T,101,55,0c9b9b0e09d26127d5df14f86d1dbd0eebf4b832e1baf2fb334f96cd43edeb07,1
3FSO,221,55,7097be2692f3d0f8197bf9c298631ce1a4efe294ba25e6fc2bacaf9d3017f4c6,1
3KGK,190,55,243ec83d5db0a1a3ba45e9be8bc23e21f28639d0b320bff9ba51adf9115c6174,1
2FB6,116,56,5a8e8eaca38722949ddc64b089e50c93a7a29e4ad3c34a3f73571d21675bb1ef,1
3HWU,144,56,884316ca3ef9ed662f53e12db38d0f0314d68d4f1ee592a052b9d710fad59bdb,1
3I2V,124,56,762252b59cc74d74da5266dff571c65095957899676547bcfe977402f34e2ef5,1
3M8J,178,56,1b720d4135c2f3f345bac1b85229fa40e6dfe5220fe638e3baad7a65898e9e57,1
3VUB,101,56,bdec0f352dfcfef085f3e7579b6a2c9df2cd9bd9c0808c931a91988e5a8bdcf6,1
4FR9,133,56,3c1c5842bfa4f0150273b4c86523a381ed68968414dd635f2711021e083c229d,1
2E3H,81,57,675ac4a2874f4b3d0fcdf6fac0222bc556823f457234fe8defb0b0d95bd892b3,1
2VPA,204,57,6aac3ce5d7abc8389e6af21a6ee4c985f7ae4fb09210d8a64585d43de7db58bd,1
3PD7,188,57,19bd80700a50677ef1570095b54b28edb716e1a9dae01532c5a61028d3023779,1
3VVV,108,57,06f8059936bcf00635c5906bf27d830f9058508ab23513b48061f151ef84f656,1
4H89,168,57,4a948df2b71ace76edbf94f61ecf6f1e74301a7b25ed6b692fc7f4c6fb16f968,1
4J11,357,57,83c9ccb914668e00e2adf539c4b9bbfe25226fac6e02e74004f6e36dd62e5632,1
1NKO,122,58,60337635777fec11362091d67eb7bf0d4995191dfe0a9ad79040925b1450e431,1
1NOA,113,58,d39cb301741ce2ab83e151be5a266a7df3a7a512f7447abad30f8784d6280ee9,1
1PMY,123,58,000d0e35c32972f3a7cb4af1e95847c151dc1154c1fd4df4d35d04a306a1de63,1
2BRF,100,58,72239082ef0151f2a7a6675bcc733cb74a319e61d58a7b81bca5692809364cb0,1
2R6Q,138,58,127c978be876b27e1b2e5036cf9f911291f6704368658864c7d9174eafa9d7c2,1
2VH7,94,58,d1c663f6eaae892a0e481ceb1465284a37b5f4fb3a57fabe989c8589ba007f71,1
3F2Z,149,58,b3d91848ac76f68324ce42b10392936d9a67f4db62d9d637d2cc2eee0cc0b67f,1
3HFO,197,58,3a896f5086769dd3ed0d2c4f0b778cd87036ceb5f15ee3f84d9db355b65a6741,1
3MRE,383,58,a8de007a78e6dae4b8b7c7fae5053e8a9f91418d24453589eb9869f0f5dddf5c,1
3PIW,154,58,9eae23e2265cb4eafd6930f38d5f31579e9ac31e5acf71630782b1129c8267b6,1
3RQ9,162,58,1f7e81399736029a3f916464e6d95af97f92863084cf58d5036396bbd4603575,1
3TOW,152,58,caf62240d66b6b59826c9d49838fd9b7c488d83cc7e0fd30da7cf6521edd21e1,1
4ANN,176,58,e31991754d448de85f790b1ec1c55f40758e2224699630633396da03b8b5ed35,1
4B9G,292,58,c39830bc6349db4bd3d77bd0912407447ccb26f7bba52bf974d38e2e2ca21d75,1
4JVU,207,58,6822b0ca30c5b333d5083e7026ebc20baecc22f4b4ece8e39aaeaaa2d2acbdaa,1
2IMF,203,59,410bd2c14d2608e6d97eb22e134dac2d72f97b1d2d9603f546c246b339b65d0b,1
2PPN,107,59,11846249ccc71436d0da7821ae39e328b78064159b31902fcb1b5f7470fb6338,1
2VE8,515,59,902a452df7ef19522bf19d5c7fb6263f616abc4249acedf778ecfec4ee37ded7,1
2VY8,149,59,41576332830f42ec6fe4f10f30a234dc07cab4a18a3c03ed25caf48c618a849f,1
2W2A,350,59,d942862deeab0c2719432529ec58ded7d94562dea864a88e8a957b7f3a833971,1
2X3M,166,59,7aaaa94435bfd55f6f08798db9fa84c091c6a8f65a3c3d070bb043ea44cc9464,1
3FKE,250,59,c928e5f672827098f46e019e8b2f76df7817808933e0624a95c8daac5cccaf1d,1
3I2Z,138,59,75bba33d4c3b9bd2897e24617b20479b1c95f60b737b5c815397ed18a27445a5,1
3S0A,119,59,23fcaa2d20fe2657f4e04761e936016c9d962587891cb55c2e889c063ec0882b,1
3ZIT,152,59,08981afc2208e80452e7ec49ff2a9f946130f46e72af2909833111dbbd82d7c9,1
4DPZ,108,59,ad676b4ae2b7260d10a99105a3a1074271fa776a5d98d9a7d598b7c5dbfadf4c,1
1I71,83,60,fba62206381b4944021eec5565a8e66c8c77179afaf95156a2b741e598ffef94,1
2COV,534,60,5b574407354ffb720fb3d9decc7fc42e808164cbfa26e747c4fe638f63c391df,1
2MCM,112,60,99934c61e04dda112d7a99e454df04d6d0e48521aa8d2d5863b0cf3a37c9700a,1
2VIM,104,60,bf628907073a34118fe084bf3962175cc4196e7f1bf50ecd985a345c1d3f0012,1
3EUR,140,60,f8f47de57c9576f6c5f11cfc9738569e05602489c07bd84be3d6463d164c1932,1
3FCN,158,60,7c39932479f0176b52d682930b01e4831f960e4665c2f1c33a809a5b67eea746,1
3O5P,128,60,d2827efbaedb6ac82abc834a67c35891ac7f17531fc5984dee50956d0ef9b081,1
3PKV,221,60,a46c9969e792143a5c7f9e857eb385710343555fee64eea66d6c5ca74dd00351,1
3VZ9,163,60,e9d1796589ac72d584c4e543ecbf1b6edb7116fe8358a1c6c7d6a0b7ac22e906,1
4G7X,194,60,fb8a138b0c32453e504a4a17b8f8214efe17013d553329a24d32c152d06e8eb0,1
4HWM,117,60,2c04e9a9570693ef1b5a1853197e68f46affdce7e22a12c81e19e39f7a602f5e,1
1IDP,441,61,4fcf036cbddf242e18ac0659d002d99bcc9b5c89c67de007b1293559e72d9b42,1
1TZV,141,61,0f520772c792aba7d32f17bdeda26f201525aa4b0e83e7d20026a7281ff57f56,1
2Q52,412,61,3f7376dacb0c0c69fe62997d7a1f296bbd52dbc4f015787e29bf9f4aa3202d6a,1
2X25,167,61,c0b1cb5a93c0efa564c0ee8ec29af3ec2afd0e35fcb46ae1c0c45af084615426,1
2X9Z,262,61,639d77dcd71106edb152573b733f097fbb85bafd9e8af251f17ba852b530ff00,1
2YLB,400,61,f5a03619b64c1f5b84008edc4c9cadb0f81db9c9d6d8b6fab86a3af14f1d67e8,1
3A7L,128,61,b1d1758ed98aeeabd7e7dd765583cf55455d325167f44169421d40eb558ad8e4,1
3DWV,325,61,95c95f95b21301c45d03569b5e0ba4b159391a685c50acdab58fe394fdaab05a,1
3I7M,134,61,37a85c0e5d2924d54f1c0ea9f884c6ec311b28f2d8bce458c674074ffa9af3b3,1
3MAB,173,61,c2c9906f578460dcdff81aa6e456dac8fac76d68666e7c384b9c528f7cfc536a,1
3ZRX,221,61,2a8b9b444bf8a03cb9f900709ad84bd6c092ccb00f2fbe9fe717ad01480f3470,1
4F01,448,61,ab3bd1c65fe180e2666d66955d2a9abcfdef8f33f755673ec714fb99f941a203,1
4KEF,133,61,97aa124216fc0b6a1e4bab7db6e5f53a66550cb09386dba503333327c4d5f5ca,1
1KNG,144,62,5c816809968934acd714c5a5ecfde790f71e71584bb134fc774584463ae1c6e5,1
1QKI,3912,62,c9e5c6cb793e8395ce2b63b93effbc23be5839a4c589cfce6acc3d2b07927024,1
2BCM,413,62,b2d70667975a3a0cfd5c1f01d9abe4a1145d07494697ced42b6e10779bebd1b2,1
2JLI,100,62,29bb1ea9b1f3d440882f213f53f2eba31b0d3e531676018d57534c860475fdc8,1
2NR7,194,62,2fb74fb404170df54fdc3588bbdd7fc9e9533cc3376e5c595dcb6c111ae4e7f0,1
2OHW,256,62,5b803fb6ca6a2ccc06c99b98b0df5d4adc9e13aca62ae8e4b3df89e1faf4360d,1
2POF,440,62,c496f45bf53343a2ab99e6470847fe9ceff2e9de7d17cee2546ab306c43a279f,1
2VYO,206,62,aded6fdf0260c5f146e29a21d4f343856e56a3e34e83b332898cb3d586cc4472,1
2X5Y,171,62,5bca03077482f4b26ccaeae2e32801d3cb04e8e8a7f4b8567b362027e5ece1f1,1
2Y9F,149,62,7edcc46d21f2e7bfece08b0cdb0ac90b5d8208474021569720380a33d5fc9ee8,1
2ZCM,357,62,f331efde2ce52b4dcea9f937b9128d56965eb896345f2a749bfa38ba3c4e475b,1
3MEA,165,62,402bf705e6181efae9f5268638b802750f1afefc7ea221ea7a77f78f8ddbe1e7,1
3P6J,125,62,37fe05f8aff61fa6d7f75073a6652b0c0046b190a35c9138877ead1dd2e4b0ee,1
3R6D,215,62,6c1c96570d1fc9df853d8ba8bdcb3a69e545f750457c471d8af7b58ad236ec1d,1
3T0H,208,62,3cf1ca7380c12be8db7ccf9c5901427005e9f1a356dcee8250d2eff1461c6174,1
3ZBD,213,62,916de56b525d925ea525ed6f5b729a995755768554b52b473f33d83a64b65acb,2
3ZZY,226,62,33bd6f20e473abc4816349fe5c154b97e170aad04541241feca1b9e6565a0e4c,2
4DQ7,328,62,3bab361576219bece8603dd3916223d4d86dbad2266058b67719eaddb4b5d4d6,2
4EK3,287,62,c0e85eba66a0057ff4797ff5d2ff900e36826021be67fe5861aa4dd35f9fd493,2
4EUG,225,62,fd3fc4913b8e1780baaed3bc963a0174a4ea8111c8fa95a45574146c802e1016,2
4F3J,143,62,4052697bb850c5e6c921a553c47f3868a5b81e7f8b1d42d8c8539c41edd1e699,2
1E5K,188,63,8564b60f635e7006dc3786e23fa4dccdc144f0486ad51d3a93a53f0ddca58e3a,2
1ZCE,146,63,4e48f931c82813133d6ee4b1d7ec43915789a2ea69c0edebc32c8475d1811e97,2
2A50,457,63,8fea79cadf031fb6d48c6834e56afba03b39e115ecc24fbee6e4311489f8bbda,2
2GZQ,191,63,13199437eb89057b708321bbb864ad8518b39f12ef08b6c662953d758232a38d,2
2OCT,192,63,429d178432225212fba33851a3e05707eff6f012b5900ac6e63eb441a4019451,2
2XHF,310,63,4b32af524f0131df9aa9aedbe8467267f10aa2028c5dd1e0f1c28650675fdf91,2
3BZZ,100,63,8b9d3486109ce6d13430093aa242bbc67088b8316ad3482b6ac8e27d6d01a312,2
3M9J,210,63,38dcd1b6735e66cbf785d5a17a556e613d71234b7061cb5feced74f7376ffec2,2
3TDN,357,63,1fdee6443da93c1be8fc381999bc48350b51054692ffb6610528f967bcac0bec,2
